t,user,final_status,edge_id,delay
4,56,edge,4,31.40118830432205
4,26,edge,15,42.11010185988496
4,73,edge,2,81.85410032740612
4,2,edge,4,165.9544130845892
4,41,edge,18,40.988723254692616
4,67,edge,4,23.218960291546825
4,5,edge,11,31.596125756079033
4,17,edge,2,53.95837254868226
4,76,edge,4,87.11185116842977
4,38,edge,10,69.55643408967421
4,71,edge,7,29.956890317098782
4,51,edge,16,56.415415909826244
4,34,edge,0,60.054050764194585
4,32,edge,8,27.140601738933263
4,78,edge,10,87.2430853136074
5,31,edge,0,19.360149945001
5,9,edge,10,62.16061408769966
5,57,edge,10,205.1908864923045
5,55,edge,10,16.542583627719637
5,19,edge,14,95.11006990183608
5,41,edge,18,70.54402000508026
5,65,edge,11,94.00298071436288
5,28,edge,9,72.59291300534187
5,61,edge,10,118.94606965293443
5,73,edge,2,75.2738429227997
5,64,edge,15,50.526686870327886
5,37,edge,0,14.521445415576212
5,33,edge,10,54.25551177070503
5,4,edge,19,89.60073310991696
5,56,edge,4,19.343169468078568
5,54,edge,0,122.24163163136458
5,48,edge,5,80.35276266734887
5,16,edge,17,57.28036680993065
5,28,edge,14,68.70712648691199
5,29,edge,10,26.300504754687708
5,62,edge,0,51.200648380368364
5,50,edge,9,39.94112958921216
5,8,edge,13,44.78154506651145
5,68,edge,7,54.653712040564926
5,53,edge,16,28.211702675991713
5,56,edge,13,26.213119972640904
5,27,edge,0,60.98114901283721
5,17,edge,6,54.791367771532386
5,23,edge,4,70.86885600779168
5,75,edge,18,18.032300845904512
5,38,edge,10,76.76816972362153
5,31,edge,0,30.091694600582617
5,60,edge,9,26.735095822576362
5,24,edge,16,27.483416031917354
5,15,edge,12,50.892967693546524
6,3,edge,5,39.3429112196561
6,66,edge,7,42.776278251597375
6,53,edge,10,33.245949294901784
6,70,edge,0,106.94654075147328
6,62,edge,0,40.28702356611275
6,47,edge,14,34.56100374209622
6,47,edge,14,55.79903993240517
6,59,edge,12,84.83972875537975
6,42,edge,7,98.65665948133264
6,27,edge,10,74.0952039173435
6,26,edge,15,28.150055944009814
6,6,edge,10,69.92093958821766
6,45,edge,14,47.51170509991231
6,49,edge,5,79.39118168300416
6,13,edge,19,43.41587532154392
6,27,edge,0,27.50954666187699
6,57,edge,3,237.4794084051803
6,69,edge,3,32.327909506559365
6,74,edge,5,17.89768290806128
6,49,edge,3,128.2511682002647
6,9,edge,0,51.001066451067985
6,58,edge,10,80.81812136976298
7,20,edge,9,52.4530499581172
7,23,edge,4,62.06251497560233
7,57,edge,10,171.8135814531313
7,0,edge,0,54.631609552134655
7,2,edge,10,36.28516612944077
7,60,edge,14,25.301678793014784
7,44,edge,19,47.749556628776475
7,43,edge,16,130.3223339818805
7,43,edge,16,155.4634079273058
7,52,edge,5,21.600836899614304
7,34,edge,0,31.579899644745378
7,19,edge,9,38.61501658209371
7,75,edge,19,23.989298467738966
7,65,edge,17,31.647973165035165
7,35,edge,9,32.44987891671132
7,49,edge,10,92.37462240055955
7,63,edge,9,26.821920232219895
7,24,edge,5,28.38955514973389
7,69,edge,3,56.40157641260461
7,30,edge,0,78.35590123061097
7,56,edge,13,46.013285085691926
7,58,edge,16,44.173824459182896
7,74,edge,9,58.714442178936714
7,16,edge,11,14.49027235368693
7,31,edge,0,46.08840880414834
7,23,edge,13,35.21180539490664
7,20,edge,8,46.07345148428222
7,26,edge,5,78.03653819786456
7,54,edge,2,51.64411887468302
7,15,edge,8,26.041185010429828
7,28,edge,14,45.56481019078688
7,77,edge,10,63.0040970272975
7,73,edge,1,77.46398940793522
7,7,edge,17,48.92356841035482
8,62,edge,0,45.531200602397234
8,36,edge,10,44.68574998175629
8,6,edge,0,43.808479191937025
8,42,edge,7,72.52558706022009
8,6,edge,0,22.52751469925636
8,12,edge,15,48.584434479723036
8,16,edge,17,46.69683422463402
8,9,edge,0,49.27282106859311
8,78,edge,10,35.84603828184136
8,4,edge,5,33.92468464002503
8,73,edge,2,80.94007913590859
8,18,edge,0,40.756742105102404
8,14,edge,8,41.53433290027
8,64,edge,10,70.0469183837487
8,72,edge,0,30.85960300421941
8,73,edge,2,69.45033935018068
8,69,edge,3,38.81792425134866
8,71,edge,14,63.92310620225313
8,54,edge,10,75.48039468255223
8,4,edge,5,15.342756877332468
8,74,edge,14,65.99111260955624
8,69,edge,3,25.594049318878067
9,3,edge,5,71.39788728765689
9,16,edge,17,30.24881564268724
9,20,edge,9,31.335258126521065
9,53,edge,5,50.16789754089504
9,43,edge,12,40.13891390709609
9,22,edge,14,98.67033663008772
9,55,edge,5,67.48668514041968
9,5,edge,17,100.57528219270176
9,51,edge,10,47.9256109244919
9,24,edge,10,57.45843825890751
9,38,edge,1,107.280121596173
9,74,edge,9,115.49982160615585
9,76,edge,11,34.50073406717569
9,61,edge,0,46.879497867778674
9,20,edge,8,101.03974549771624
9,11,edge,18,31.87248231602149
10,34,edge,0,26.08869673161082
10,50,edge,12,91.52742374997484
10,43,edge,8,60.53278834543304
10,61,edge,10,63.42369495482146
10,14,edge,8,45.29903073533396
10,21,edge,14,65.62517463551924
10,71,edge,3,31.606719046668537
10,61,edge,10,95.87740286328297
10,25,edge,12,69.0728508340782
10,61,edge,10,153.34498851308734
10,37,edge,0,39.52552137787554
10,28,edge,14,52.43102836671012
10,0,edge,10,167.92626683710847
10,23,edge,1,37.8818206020163
10,65,edge,18,24.87786672696629
10,31,edge,0,18.702832907061293
10,13,edge,15,94.28561448179862
10,73,edge,10,92.34267309523358
10,24,edge,15,27.16175552725926
10,65,edge,18,34.34931396923079
10,23,edge,13,34.88656376502256
10,0,edge,0,34.52849286674944
10,54,edge,10,107.98669366904448
10,57,edge,0,53.85734782967282
10,58,edge,15,41.671134577253895
10,61,edge,0,50.712398424156305
10,50,edge,9,67.89173337036421
10,40,edge,3,57.611094541355705
10,17,edge,13,41.69785158135064
11,48,edge,10,51.15635010018302
11,5,edge,19,26.85302001640122
11,41,edge,8,37.74139463684089
11,30,edge,0,33.78927758425855
11,31,edge,0,42.576654690579936
11,15,edge,9,96.45121270835084
11,25,edge,5,107.0780064888784
11,54,edge,10,105.42740165557554
11,18,edge,0,22.528647245852117
11,58,edge,15,52.673708730522634
11,60,edge,14,32.21003307333707
11,18,edge,0,19.0074762473563
11,5,edge,18,42.61761963014518
11,73,edge,10,26.26116434707591
11,79,edge,17,20.562757648604943
11,76,edge,13,18.986563500702857
11,55,edge,16,98.98669262745993
11,33,edge,15,29.070235426043947
11,12,edge,3,139.78893843537512
11,36,edge,2,112.98698233914247
11,28,edge,14,46.30242528223454
11,64,edge,10,18.58336262666523
12,57,edge,0,55.082189253094455
12,26,edge,8,133.61703692888963
12,29,edge,10,24.87409961118861
12,55,edge,0,73.95855705781233
12,30,edge,3,102.22699242966017
12,76,edge,17,50.663096296377745
12,69,edge,7,37.93172246008196
12,77,edge,5,48.14787943521754
12,49,edge,0,137.02428682075706
12,21,edge,14,79.06048010919878
12,68,edge,14,25.085649706778113
12,26,edge,15,60.07551467062614
12,42,edge,14,74.19612664090123
12,63,edge,9,30.573860537164872
12,11,edge,18,57.33886708159202
12,46,edge,8,110.78418423928845
12,33,edge,5,14.554633699551948
12,73,edge,2,37.440981356057215
12,5,edge,18,45.97736428544967
12,5,edge,18,22.129396642936182
12,49,edge,10,37.88215545615678
12,22,edge,7,20.908247131747064
12,50,edge,12,68.36410996810015
12,71,edge,7,54.445126638064494
12,66,edge,3,17.579992906194963
12,15,edge,12,38.49314386112385
12,3,edge,5,44.824919313964
12,74,edge,9,86.82271441413306
13,78,edge,0,45.58394642070744
13,1,edge,4,29.982797104232354
13,3,edge,5,67.87428704328663
13,51,edge,9,35.222675893724634
13,19,edge,8,87.97939142926852
13,16,edge,18,97.38930548944391
13,60,edge,12,53.560098188308324
13,45,edge,12,19.85982843097488
13,41,edge,19,25.799546419565207
13,36,edge,10,29.590740601375835
13,50,edge,9,69.44966160680701
13,29,edge,5,42.13818505442504
13,21,edge,3,81.14328933699103
13,54,edge,10,75.70405877847544
13,57,edge,0,35.231572467449304
13,39,edge,12,106.44126151460497
13,36,edge,10,15.994026739958274
13,37,edge,0,37.5500082002124
13,43,edge,19,62.07761474852513
13,79,edge,17,44.235950238923756
13,39,edge,12,104.21884968624526
13,51,edge,16,85.29434173175453
13,43,edge,8,23.9775452318752
13,31,edge,10,72.84016968390621
13,61,edge,10,133.4589283106278
13,68,edge,14,34.1980752225896
13,24,edge,16,34.10156227645013
13,58,edge,5,44.682946137613484
13,4,edge,9,137.4286310615704
13,24,edge,2,58.45551215921898
13,42,edge,14,43.34922571791365
14,72,edge,0,41.9940613220723
14,65,edge,19,36.46320527465969
14,64,edge,10,37.50563053749033
14,17,edge,2,35.36095698364454
14,67,edge,4,20.428158671340295
14,51,edge,15,20.860085351222068
14,68,edge,14,39.27149039267344
14,26,edge,15,69.29628947608093
14,68,edge,14,20.101411069672587
14,2,edge,2,22.76319803074489
14,21,edge,3,93.80679683767808
14,12,edge,10,69.13785451062681
14,28,edge,14,30.1962975318573
14,22,edge,3,25.61325602473011
14,21,edge,15,86.87078374581239
14,53,edge,5,50.176473958282386
14,73,edge,2,49.36457520701028
14,0,edge,0,51.88113600711971
15,4,edge,16,38.78270039118478
15,71,edge,14,43.37428621117172
15,8,edge,4,52.79261970483855
15,72,edge,0,41.97636026950829
15,34,edge,10,163.02218078223507
15,20,edge,9,41.381418333870634
15,58,edge,5,56.20437436694622
15,71,edge,3,35.4949263422173
15,50,edge,12,44.70707646070097
15,71,edge,7,40.52842782212561
15,36,edge,10,47.316223754350204
15,70,edge,0,142.6916401508205
15,35,edge,12,61.580061619713526
15,16,edge,6,28.06994327818298
15,0,edge,0,24.497055615869186
15,48,edge,10,57.45754342760895
15,26,edge,15,20.21165173117424
15,23,edge,4,30.770995353511587
15,65,edge,18,20.942507001975212
15,48,edge,10,27.448263326210864
15,19,edge,9,55.725557235305516
15,54,edge,1,44.64488310952799
15,79,edge,17,26.266522181884017
16,33,edge,15,48.546749371171714
16,18,edge,0,35.43229653069512
16,78,edge,10,87.31036814977793
16,47,edge,14,62.67787864347719
16,63,edge,12,25.411162808162143
16,8,edge,1,51.10909981737252
16,53,edge,16,37.82490633876742
16,61,edge,0,38.68666361288496
16,2,edge,2,69.04930556442366
16,49,edge,15,51.830860202993065
16,6,edge,0,33.71861633890984
16,78,edge,10,92.50503666797627
16,24,edge,5,57.47493793900721
16,22,edge,7,54.2507243860579
16,79,edge,17,17.519429723883828
16,51,edge,15,74.49295080441772
16,14,edge,8,36.30606337807702
16,48,edge,5,70.54249098146255
16,68,edge,14,36.219317094193784
16,16,edge,17,19.87298233575621
16,48,edge,10,37.43691558635743
16,20,edge,8,36.24585519157361
16,75,edge,19,37.3885322166758
16,21,edge,3,76.61159139469052
16,45,edge,12,71.97100144899225
16,64,edge,10,55.04432461168877
16,45,edge,9,33.17948357382988
16,40,edge,3,76.09464316555655
16,39,edge,8,76.30154591330441
16,54,edge,2,49.985195809194494
16,29,edge,15,39.84350665147552
16,63,edge,12,20.232723596360675
16,47,edge,14,68.030290679757
16,40,edge,15,93.82902070785397
17,9,edge,0,43.952979636146885
17,61,edge,10,55.34719902325738
17,5,edge,18,36.4164970652873
17,17,edge,2,40.81033776252634
17,33,edge,5,28.669876820570945
17,26,edge,19,83.95539784733234
17,56,edge,13,18.993307712307594
17,70,edge,0,125.63659571551433
17,7,edge,6,18.461760638043547
17,65,edge,18,36.97964792376368
17,35,edge,9,76.19355722381019
17,31,edge,0,17.782899765619373
17,11,edge,17,74.30712176061317
17,57,edge,10,120.78815714103423
17,71,edge,7,40.97284898685581
17,17,edge,2,33.795762475669655
17,70,edge,10,92.1771589565951
17,1,edge,4,39.86355958629612
17,37,edge,0,24.40968864626159
17,47,edge,14,68.25552131211765
17,71,edge,3,50.69608802332898
17,53,edge,5,55.79715555157651
18,77,edge,17,136.63890490531875
18,18,edge,0,18.930001685623196
18,58,edge,10,55.31807942656003
18,78,edge,10,73.67207711221207
18,53,edge,5,92.76197251443561
18,59,edge,9,31.67442318140318
18,8,edge,4,77.30832273972646
18,49,edge,16,32.58672004296823
18,1,edge,4,45.03211230061017
18,34,edge,0,39.62595264885866
18,10,edge,10,87.32738182931948
18,14,edge,8,18.72021145206721
18,49,edge,16,63.77108900062463
18,3,edge,11,50.89049780716635
18,50,edge,14,56.91470514554791
18,3,edge,5,24.577437336766824
18,5,edge,18,56.85636222704769
18,78,edge,0,40.35288418986216
18,77,edge,5,37.55868207852036
18,17,edge,13,40.11633169936223
19,31,edge,0,28.879723386898906
19,55,edge,16,62.09052313705834
19,6,edge,0,50.53179127107868
19,8,edge,2,34.048346687538746
19,25,edge,19,31.44545176621061
19,56,edge,17,84.91770428744647
19,30,edge,10,188.19360959828424
19,48,edge,10,72.83883476207447
19,22,edge,7,66.06601068764118
19,76,edge,13,35.533629853313876
19,55,edge,16,52.51172548166018
19,25,edge,19,57.496142806492216
19,78,edge,10,86.8916899104513
19,76,edge,2,21.119027655974467
19,40,edge,14,53.279601993391665
19,6,edge,10,86.55949831861295
19,39,edge,8,85.61497703524861
20,0,edge,0,16.219199771044295
20,12,edge,5,30.600023493289438
20,14,edge,8,48.16050802646563
20,38,edge,5,39.094201223361296
20,4,edge,9,62.52928060109104
20,69,edge,3,27.90491867696907
20,74,edge,5,22.74194807991511
20,33,edge,6,64.20534853636295
20,42,edge,7,79.80689391633952
20,34,edge,0,17.85471272039906
20,6,edge,10,84.3783530422191
20,72,edge,0,37.86706596675293
20,56,edge,13,57.699161803658946
20,30,edge,10,191.8848848765582
20,55,edge,10,29.341506270125684
20,68,edge,9,113.32018038264799
20,74,edge,15,16.964186467161497
20,47,edge,14,62.6778140213395
20,27,edge,0,70.85748635587434
20,0,edge,0,44.409816399908216
20,28,edge,15,40.00585554215783
20,25,edge,8,35.21150112925662
20,60,edge,14,21.886342411774045
20,7,edge,6,36.23901969525783
20,70,edge,3,109.75674725594466
21,45,edge,12,66.70632111900167
21,8,edge,1,25.771054618748728
21,11,edge,19,75.56111065139658
21,12,edge,16,41.804811345829265
21,74,edge,15,27.295067930675415
21,59,edge,14,24.644364311795037
21,72,edge,0,55.72739411241487
21,12,edge,5,61.27480466883203
21,0,edge,0,37.92135760269278
21,19,edge,12,76.17027964581004
21,53,edge,5,50.721598045409856
21,13,edge,19,61.806248853668855
21,57,edge,0,78.5735781902356
21,66,edge,7,18.165180400043248
21,6,edge,10,101.56469024210924
21,76,edge,13,24.32993032091118
21,0,edge,0,28.935558352156782
21,53,edge,16,61.91457913701573
21,22,edge,9,146.48926386523797
21,63,edge,12,36.61735496828952
22,24,edge,10,37.561840078278394
22,70,edge,0,68.0708503277525
22,14,edge,19,42.28654127484594
22,55,edge,10,23.693063014891568
22,54,edge,1,34.27543796079013
22,29,edge,15,51.274092814252455
22,4,edge,9,101.96212378825989
22,4,edge,9,95.79302631890356
22,76,edge,2,57.793290230759105
22,65,edge,19,70.41528347398243
22,47,edge,14,64.3253742506675
22,39,edge,12,83.94264547992643
22,10,edge,10,82.65726547867409
22,3,edge,15,31.6098876822632
22,79,edge,17,47.76364098426488
22,19,edge,12,44.193213395745
22,10,edge,10,44.59882808530359
22,18,edge,0,28.130294893525342
22,35,edge,15,17.38108407580797
22,59,edge,14,71.68444356937611
22,33,edge,15,18.834948019880315
22,70,edge,0,69.95218837465806
23,26,edge,15,50.285756353698815
23,25,edge,8,42.90582718107712
23,66,edge,3,36.968069461473846
23,23,edge,4,79.02461150356204
23,20,edge,15,99.60957493399798
23,29,edge,10,52.19788001519475
23,53,edge,10,40.76726117469082
23,26,edge,12,69.18335835087802
23,59,edge,14,75.10296447380124
23,68,edge,7,98.27571908153003
23,79,edge,17,48.553081488874014
23,73,edge,10,95.84088859980186
23,3,edge,15,44.5150361169931
23,12,edge,9,74.66998983786984
23,30,edge,0,63.573748946220704
23,7,edge,4,132.7601191754812
23,64,edge,10,54.08867857748029
23,57,edge,0,82.50786707618252
23,76,edge,2,53.36506119614982
23,74,edge,5,25.40286482082976
23,11,edge,17,36.54630749072984
23,59,edge,12,98.3833658631844
23,22,edge,3,34.62917560957644
23,59,edge,12,31.835081379094646
23,65,edge,5,159.469871120705
23,65,edge,5,105.39321942968999
23,29,edge,10,45.316242700909186
23,47,edge,9,120.1302378979828
23,38,edge,15,49.058881901147544
23,41,edge,19,49.55110920611009
23,17,edge,11,57.837442940903514
24,73,edge,10,88.35576300656776
24,56,edge,4,23.092342304045204
24,27,edge,0,56.29372701318845
24,46,edge,18,37.317083818221576
24,17,edge,6,24.68429517967862
24,49,edge,15,45.525436108659875
24,33,edge,5,32.581112123329305
24,9,edge,0,30.80598814456332
24,49,edge,10,72.24667394342362
24,42,edge,7,111.43350446318847
24,72,edge,0,60.09491202010244
24,43,edge,8,65.53270237468756
24,21,edge,14,73.79895936255465
24,20,edge,12,40.72902531811778
24,32,edge,18,178.86449019717458
24,7,edge,2,90.25618281695375
24,40,edge,14,43.873862376773495
24,1,edge,4,23.391455039831268
24,40,edge,14,19.506662795390213
24,51,edge,10,120.54274482721415
24,27,edge,0,35.43767366506186
24,54,edge,1,33.11381428784241
24,2,edge,17,41.06855240337299
24,18,edge,0,21.924257356649782
25,21,edge,3,34.550318889210224
25,27,edge,10,119.41317108016436
25,42,edge,3,64.75566020865661
25,27,edge,10,133.97445845944983
25,4,edge,9,56.00716176219637
25,50,edge,14,65.59659121109867
25,23,edge,2,49.503476576703044
25,15,edge,8,27.335940069739834
25,44,edge,18,69.14993369321174
25,18,edge,0,12.87209812234537
25,64,edge,10,58.015359101683536
25,27,edge,0,24.997042925029213
25,29,edge,5,51.61849867960121
25,52,edge,9,179.49945209399596
25,26,edge,19,41.670325032575114
25,7,edge,2,55.89183392176672
25,52,edge,10,47.187966665904405
25,10,edge,1,51.45946779204698
25,61,edge,0,79.09026228999258
25,55,edge,10,25.778119951765632
26,34,edge,0,61.98291224843195
26,62,edge,0,35.54910897973518
26,18,edge,0,28.79551648830314
26,66,edge,14,168.85792632219838
26,0,edge,10,131.3568926960653
26,18,edge,0,32.588369982428524
26,6,edge,10,65.4996075846657
26,23,edge,4,31.149511232126677
26,51,edge,15,80.81377716347832
26,66,edge,3,21.65782676249046
26,57,edge,0,79.09912765422943
26,61,edge,10,105.39473630140313
26,72,edge,0,38.12671415368442
26,76,edge,17,57.706172075638285
26,28,edge,9,51.50611020650117
26,35,edge,8,112.83975800542629
26,45,edge,14,49.6820959185809
26,58,edge,5,29.003496701389412
26,61,edge,3,228.76646217154786
26,52,edge,16,47.84201651253442
26,26,edge,8,67.51274686826906
26,38,edge,10,34.21604493299787
26,4,edge,9,101.43248922778645
26,11,edge,18,52.21022796271079
26,33,edge,15,17.89897850746226
27,37,edge,0,24.83130725372932
27,60,edge,14,48.2814675079826
27,45,edge,12,67.06137137698038
27,40,edge,3,77.9718107561
27,76,edge,2,26.90008060156138
27,32,edge,8,35.386067973444376
27,4,edge,5,44.196518369357435
27,23,edge,2,37.43094920765628
27,53,edge,16,93.10784325695225
27,68,edge,14,25.839919307924777
27,58,edge,15,82.40949790613308
27,61,edge,0,51.02484428984599
27,57,edge,3,82.98628574926838
27,45,edge,9,37.04805071587453
27,6,edge,10,68.75871580028218
27,1,edge,13,41.68041931475202
27,68,edge,7,135.4711976766554
27,12,edge,15,58.11761457709294
27,11,edge,19,87.98715719643965
27,16,edge,6,54.6505905156794
27,42,edge,7,42.405268951534104
27,30,edge,0,55.648853470991355
27,53,edge,10,46.94988120498086
27,71,edge,3,20.395714134503415
27,62,edge,0,39.4477102939986
27,41,edge,8,96.81224898745043
27,35,edge,9,20.254071059384625
27,76,edge,11,30.075210248956033
28,65,edge,19,39.33892328584145
28,32,edge,9,42.76931728595501
28,7,edge,11,35.12168594129824
28,54,edge,10,49.0016616420818
28,68,edge,14,17.076320688910826
28,14,edge,8,20.549929740586236
28,0,edge,0,31.17817073263604
28,18,edge,0,47.06443930206912
28,27,edge,10,116.5147589176391
28,23,edge,13,22.605856774097948
28,74,edge,5,48.13217062131521
28,27,edge,0,43.39070945352423
28,38,edge,5,44.28883159114806
28,3,edge,19,179.6026708074693
28,37,edge,0,14.995876586744759
28,4,edge,15,36.11131663985255
28,79,edge,17,29.801422766963086
28,52,edge,16,45.00784968046315
28,69,edge,3,47.58506410124726
28,73,edge,1,98.04514178791906
28,29,edge,15,118.89068757644809
28,6,edge,0,43.928715746180906
28,39,edge,9,60.61438772832229
28,42,edge,14,134.76422243732557
28,73,edge,5,52.043832377689114
29,31,edge,10,132.32703912186128
29,62,edge,10,184.64071582378887
29,38,edge,10,64.89723191267339
29,22,edge,3,60.311098246186226
29,46,edge,18,62.424735242129806
29,0,edge,0,29.333896903702016
29,5,edge,6,92.12411123530377
29,31,edge,0,22.96672950542278
29,6,edge,10,55.414832990560335
29,8,edge,4,73.94040233189733
29,48,edge,10,40.8313967608141
29,19,edge,9,33.54386422751865
29,25,edge,18,50.431734868313
29,68,edge,14,51.89478467106055
29,47,edge,7,58.51296240463271
29,36,edge,10,35.6403677330719
29,5,edge,17,42.60308492583809
29,23,edge,4,63.467732529091876
29,9,edge,0,35.27007879779956
29,48,edge,10,53.689448443343316
29,63,edge,9,23.983714567925567
29,47,edge,14,17.7462906182973
30,75,edge,19,50.83131880282719
30,68,edge,9,78.31164721738689
30,72,edge,0,58.24358746792607
30,50,edge,12,68.7507742412864
30,57,edge,10,182.62511559449277
30,22,edge,3,51.8973629833356
30,47,edge,14,31.019626236538308
30,75,edge,8,73.55508704671148
30,43,edge,15,130.0862269414934
30,74,edge,10,58.398927169469566
30,4,edge,17,163.65976793209705
30,76,edge,2,50.369543582729065
30,27,edge,10,132.63949348595565
30,55,edge,10,36.03006519785989
30,75,edge,18,19.340882082487205
30,24,edge,16,22.899007422928637
30,23,edge,13,32.68263712983459
30,20,edge,9,33.19444873752642
30,7,edge,18,52.674947893684546
30,62,edge,0,27.432895447375135
30,79,edge,18,60.615440151608524
30,75,edge,8,100.84421919601795
30,75,edge,8,79.17619033285176
30,53,edge,5,52.03385655199209
30,22,edge,3,70.62550774883185
31,75,edge,12,77.78896758350855
31,51,edge,16,74.44347053998538
31,38,edge,6,42.2714600645182
31,78,edge,0,27.350323047524228
31,62,edge,0,33.21619843920769
31,43,edge,8,54.817318357870555
31,40,edge,14,30.762359599180435
31,67,edge,4,31.609118270532257
31,48,edge,10,84.2863555523861
31,65,edge,17,29.571319031102085
31,59,edge,9,31.30485237592147
31,14,edge,8,45.784925094078645
31,25,edge,5,66.17515387177846
31,62,edge,0,14.149746001305969
31,44,edge,8,44.73243873921886
31,47,edge,14,28.02929539749024
31,20,edge,12,42.977806542764846
31,59,edge,14,48.9488759690128
31,29,edge,5,64.3244419143557
31,19,edge,9,78.78124893793479
31,48,edge,5,118.08687044639812
32,32,edge,15,99.52092292560297
32,69,edge,3,60.5152492445872
32,2,edge,6,90.85685498387036
32,34,edge,0,33.01871693047605
32,23,edge,13,23.57408841984976
32,20,edge,9,31.828503484730568
32,48,edge,10,44.86631374558164
32,69,edge,3,53.919878339588955
32,66,edge,3,36.42392545605816
32,71,edge,15,239.61116895720886
32,64,edge,16,34.12586241130901
32,68,edge,14,50.740774223668666
32,1,edge,4,37.269385303487645
32,5,edge,18,18.912138018336123
32,79,edge,4,111.34611952228289
32,50,edge,9,35.03841159545539
32,66,edge,7,23.23255999426401
32,25,edge,15,93.85087290115212
32,18,edge,0,21.46193502473738
32,7,edge,6,46.920880064288966
32,53,edge,10,17.773585794527825
32,43,edge,12,24.111424973123704
32,19,edge,14,146.51396964949694
